Velo,SpinRate,HorzBreak,InducedVertBreak,InPlayProbability
91.47,2349.0,17.06,16.63,0.2758711
98.03,2410.0,9.42,16.79,0.24325077
96.68,2944.0,4.72,19.79,0.0834238
91.59,2157.0,6.36,15.88,0.26551032
91.64,2237.0,15.05,6.64,0.35958698
90.6,2254.0,8.13,17.41,0.28264812
87.74,1953.0,14.39,17.51,0.31967697
94.03,2328.0,10.54,15.3,0.26687738
94.79,2186.0,13.46,9.84,0.37625676
92.51,2416.0,5.68,16.17,0.24104442
91.87,2136.0,6.75,18.8,0.24896817
93.35,1840.0,4.0,14.19,0.32345352
95.18,2224.0,13.98,12.01,0.38319418
94.47,2312.0,11.16,17.9,0.27242243
93.71,2270.0,8.51,18.74,0.22555837
97.63,2131.0,7.27,17.06,0.22111277
90.43,2342.0,6.46,16.73,0.2334065
96.3,2028.0,11.28,14.57,0.240667
95.65,2138.0,15.49,14.49,0.29673666
96.97,2434.0,12.74,16.07,0.2975496
99.03,2339.0,12.65,18.35,0.19942363
95.96,2310.0,4.95,15.8,0.21443193
94.86,2190.0,4.26,10.4,0.29951057
92.13,1910.0,15.29,8.31,0.39537123
88.7,2158.0,11.74,16.7,0.2788709
92.26,2410.0,13.4,11.36,0.3535276
91.45,2410.0,3.83,18.7,0.22555837
91.6,1963.0,3.79,10.93,0.37189397
95.35,2162.0,17.13,9.34,0.3094971
92.15,2052.0,5.95,12.87,0.26976648
94.73,2170.0,13.4,11.44,0.35606018
93.17,2308.0,11.27,19.1,0.2636459
90.32,2177.0,12.76,15.84,0.27749547
90.15,2057.0,9.98,16.65,0.25692263
96.49,1894.0,7.81,13.41,0.27880645
94.71,2334.0,4.41,15.48,0.24104442
96.65,2078.0,8.33,18.08,0.21350409
94.2,2310.0,8.62,17.85,0.24785356
94.02,2048.0,11.72,14.04,0.28746554
96.13,2326.0,7.89,18.15,0.20020466
94.99,2352.0,0.75,15.32,0.25215882
97.19,2761.0,12.2,8.17,0.20437734
90.99,2141.0,2.65,12.25,0.29860234
95.86,2500.0,8.37,20.81,0.16598205
96.61,2554.0,9.12,14.24,0.22799234
93.71,2480.0,5.29,17.36,0.2334691
93.07,2211.0,10.71,14.57,0.29295316
93.31,2162.0,11.61,8.86,0.3134117
91.67,2093.0,14.47,8.9,0.3400511
94.35,2319.0,14.33,12.02,0.40085572
93.61,2408.0,4.49,19.45,0.18223862
91.45,2130.0,16.9,2.21,0.3365648
91.19,2086.0,6.57,15.43,0.26551032
95.36,2115.0,4.59,19.13,0.23526138
88.59,1883.0,13.66,10.6,0.4138369
96.54,2277.0,8.88,15.89,0.22799234
97.22,2299.0,12.74,15.11,0.2975496
90.74,3012.0,11.64,12.67,0.4919374
94.58,2041.0,12.55,10.05,0.36010435
93.11,2368.0,3.44,16.02,0.24104442
93.59,2403.0,9.76,16.98,0.24785356
92.02,2058.0,14.47,8.38,0.37212518
98.86,2234.0,3.51,19.35,0.11862345
99.16,2578.0,14.33,11.83,0.20108148
94.37,2412.0,11.06,20.61,0.2150424
90.71,1879.0,15.57,7.08,0.4331933
92.93,2104.0,6.26,17.29,0.257427
92.91,2450.0,6.29,15.52,0.24104442
92.15,2336.0,3.32,18.7,0.2194782
92.33,2326.0,13.42,9.5,0.37366393
93.72,2245.0,7.82,18.42,0.23497802
96.04,2347.0,14.89,8.58,0.33087847
90.6,2010.0,10.49,15.23,0.35490075
89.4,1943.0,12.77,9.72,0.46131733
86.31,2013.0,14.88,11.14,0.33322093
92.75,2361.0,11.3,18.4,0.2636459
95.64,2444.0,2.74,11.43,0.24651022
92.71,2164.0,2.18,12.12,0.23738389
92.14,2061.0,6.09,16.48,0.25243708
95.44,2460.0,2.86,19.19,0.21499628
96.03,2216.0,2.77,17.15,0.21044025
95.2,2118.0,2.19,17.98,0.18907961
95.62,2247.0,13.8,14.99,0.31198293
93.7,1938.0,5.38,14.67,0.3419224
96.35,2439.0,3.37,15.58,0.20857091
94.29,2185.0,7.29,11.81,0.34229293
95.25,2419.0,9.24,16.64,0.2557399
97.21,2303.0,15.03,-0.06,0.24247475
96.09,2350.0,0.67,17.48,0.21747412
90.61,2380.0,4.49,14.8,0.2707132
93.73,2305.0,6.82,16.15,0.24104442
96.24,2333.0,2.88,18.45,0.19463615
98.99,2308.0,14.21,13.16,0.20438488
91.76,2344.0,6.97,17.29,0.2334691
95.67,2277.0,2.08,17.95,0.21747412
91.83,2093.0,15.11,3.56,0.36604455
98.52,2322.0,16.53,10.47,0.3373044
90.7,1962.0,14.58,6.62,0.38557705
93.54,2053.0,16.93,6.54,0.3110681
93.43,2172.0,15.94,12.39,0.279325
96.54,2540.0,6.92,18.8,0.20020466
89.63,2971.0,18.45,4.43,0.19339798
91.95,2187.0,16.39,9.8,0.35743192
94.49,2284.0,4.33,14.96,0.24104442
96.54,2460.0,14.53,20.83,0.2516268
94.01,2279.0,4.3,20.3,0.18223862
97.49,2323.0,15.77,17.09,0.26014227
94.91,2380.0,4.24,15.56,0.24104442
87.01,1738.0,13.77,10.6,0.22392729
95.2,2212.0,15.86,13.82,0.29647857
92.8,2325.0,2.42,18.07,0.2194782
89.73,2195.0,16.38,14.59,0.24949798
94.23,2165.0,17.8,13.93,0.29647857
91.84,2254.0,11.87,12.61,0.30594012
98.04,2827.0,7.47,8.71,0.1602823
97.98,2494.0,9.41,20.12,0.18986315
94.99,2539.0,0.48,18.94,0.20758012
94.21,2267.0,11.11,18.66,0.26038384
92.74,2143.0,6.21,12.32,0.28339696
94.99,2230.0,3.56,17.15,0.2431154
91.36,2331.0,10.37,12.77,0.28482035
93.16,2267.0,18.34,11.06,0.315719
97.77,2356.0,8.85,16.43,0.22799234
96.64,2437.0,4.86,18.41,0.20020466
94.36,2364.0,7.21,14.67,0.24104442
98.64,2372.0,6.13,17.56,0.16756305
91.03,2030.0,14.64,13.37,0.3233938
90.37,2228.0,15.02,6.63,0.31586668
94.45,2418.0,8.44,18.55,0.22555837
91.64,2021.0,13.64,11.71,0.38390929
91.81,2232.0,4.74,18.2,0.24378172
93.6,2242.0,5.71,15.78,0.2509012
94.15,1921.0,14.48,14.92,0.3543055
93.68,2646.0,2.86,19.42,0.16676664
96.22,2679.0,2.57,19.92,0.10341439
90.62,1926.0,16.36,0.45,0.28448868
87.06,1972.0,14.24,10.88,0.30900344
95.67,2541.0,4.32,19.28,0.16598205
94.29,2229.0,3.95,21.12,0.2304237
93.86,2487.0,8.9,16.1,0.2557399
94.92,2071.0,13.73,13.29,0.3277365
93.1,2211.0,11.09,21.14,0.29369354
97.26,2005.0,13.07,11.08,0.36312535
92.04,2310.0,14.26,14.8,0.32395303
96.64,2362.0,12.59,11.11,0.33171228
92.88,2114.0,11.85,7.02,0.3598242
93.95,2205.0,13.79,8.27,0.37675786
97.61,2187.0,-1.06,17.98,0.29046056
97.27,2270.0,7.1,13.43,0.22995496
94.21,2329.0,15.7,14.68,0.3024583
90.22,2266.0,3.93,16.18,0.25205755
94.29,2287.0,9.37,15.02,0.2557399
97.1,2136.0,14.05,13.14,0.31934768
94.37,2451.0,10.98,18.43,0.2636459
95.63,2352.0,13.27,15.48,0.3156156
93.9,2006.0,11.7,12.93,0.32915083
98.03,2127.0,16.58,10.42,0.32459137
94.09,2427.0,5.27,18.15,0.22555837
95.86,2190.0,15.04,11.89,0.2771819
88.96,2072.0,13.68,15.98,0.35327935
97.39,2150.0,4.42,15.67,0.22840658
90.31,2510.0,7.91,17.26,0.22599974
95.43,2237.0,3.85,14.85,0.22352102
93.06,2294.0,9.43,17.56,0.24785356
92.87,2096.0,8.44,13.64,0.28339696
93.57,2228.0,6.71,16.09,0.2509012
97.1,2126.0,12.5,6.44,0.35429466
93.38,1980.0,15.41,12.52,0.33384788
89.13,2141.0,5.36,14.81,0.28512883
93.7,2231.0,13.09,6.02,0.36991623
94.38,2591.0,6.19,17.62,0.22077711
92.82,2110.0,5.71,19.19,0.27308452
94.06,2247.0,8.92,15.3,0.265987
91.37,2139.0,15.79,10.6,0.33769873
92.72,2247.0,8.37,14.38,0.26009873
90.57,1895.0,14.74,9.33,0.45593423
95.18,2449.0,2.36,16.6,0.23467329
93.1,2292.0,-0.83,18.41,0.29577094
95.59,2277.0,16.91,10.62,0.30395013
95.24,2367.0,7.56,15.93,0.24104442
92.76,2346.0,17.74,13.44,0.27710336
95.58,2249.0,17.32,8.06,0.28444514
96.63,2656.0,4.57,15.48,0.16545649
98.4,2083.0,17.01,5.18,0.35459846
91.45,2071.0,13.49,7.7,0.3881782
93.38,2127.0,6.99,16.27,0.2561878
93.54,2063.0,16.28,5.57,0.3110681
96.36,2337.0,8.34,13.67,0.22995496
95.45,2229.0,8.45,17.4,0.21633945
92.45,2252.0,5.3,19.34,0.21685879
93.62,2233.0,14.84,10.43,0.3496816
96.43,2171.0,9.82,16.34,0.24257785
96.05,2278.0,13.68,12.63,0.31694773
96.35,2227.0,11.61,13.93,0.26522675
98.49,2360.0,2.53,15.86,0.168502
92.6,2050.0,15.57,9.65,0.3716266
94.41,2140.0,5.45,14.76,0.2561878
92.9,2425.0,11.32,17.88,0.27242243
94.39,2234.0,9.97,17.63,0.25789422
91.79,2098.0,11.8,12.63,0.31190354
94.49,2342.0,4.43,20.94,0.22113384
92.6,2379.0,8.16,19.76,0.20011543
93.68,2052.0,2.02,18.03,0.2467457
89.87,2071.0,8.4,7.96,0.3353945
93.01,2043.0,8.27,17.64,0.24461924
92.39,2684.0,6.43,20.24,0.17216648
94.64,2362.0,13.87,17.55,0.31485307
93.62,2174.0,14.28,0.8,0.4150535
89.99,2054.0,19.32,9.4,0.26833293
94.83,2369.0,15.97,15.2,0.2758711
97.65,2466.0,0.94,18.61,0.1837677
95.4,2205.0,8.08,14.51,0.22840658
91.39,2594.0,8.54,17.82,0.22077711
92.62,2245.0,7.76,12.85,0.27775857
94.92,2388.0,12.09,17.99,0.29681182
95.32,2374.0,4.85,18.54,0.20641288
91.9,2266.0,14.1,19.51,0.28033733
94.29,2177.0,7.52,18.23,0.24003658
90.7,1793.0,7.21,16.02,0.38770533
88.8,2306.0,12.03,14.98,0.26708
91.35,2346.0,4.18,15.43,0.24104442
94.01,2118.0,7.68,14.45,0.2561878
93.05,2065.0,7.43,12.75,0.26976648
95.43,2540.0,2.53,18.7,0.19463615
93.17,2304.0,6.61,18.22,0.22555837
90.16,2118.0,11.04,14.88,0.28167155
94.09,2317.0,7.14,19.06,0.22555837
91.93,2656.0,1.3,16.58,0.22318794
96.18,2122.0,11.57,16.17,0.25333726
93.53,2132.0,5.28,11.95,0.30966708
94.74,2236.0,15.56,13.23,0.3002035
93.42,2271.0,17.31,15.03,0.2758711
92.27,2262.0,6.92,18.59,0.24378172
88.64,2189.0,15.01,12.4,0.32320768
93.35,1840.0,15.57,9.22,0.40587777
91.26,1914.0,16.06,1.8,0.3815215
95.23,2426.0,11.74,13.08,0.2992956
94.99,2212.0,6.68,16.87,0.24829227
92.07,2212.0,15.89,11.44,0.33769873
92.07,1955.0,11.81,4.15,0.34325963
94.15,2158.0,14.02,12.25,0.3391042
93.07,2025.0,9.66,14.97,0.2675822
92.4,2070.0,9.06,14.98,0.2811448
91.33,2365.0,8.84,20.02,0.21301597
98.4,2242.0,9.12,16.39,0.29508066
98.14,2437.0,8.86,16.96,0.2356277
94.11,2425.0,2.97,17.41,0.22723827
96.08,2293.0,15.28,11.5,0.3320028
93.95,2359.0,10.16,16.25,0.26687738
96.35,2535.0,6.18,16.6,0.21443193
92.69,2373.0,8.84,16.82,0.24785356
94.43,2426.0,6.93,16.81,0.2334691
95.91,2329.0,7.71,17.4,0.2074644
89.47,1937.0,6.33,15.46,0.32255188
97.23,2595.0,5.67,19.99,0.1562112
88.73,2269.0,11.43,12.36,0.28503138
94.01,2254.0,5.58,13.27,0.26816297
89.25,2427.0,11.42,16.93,0.23540449
92.53,2213.0,9.8,15.55,0.275534
93.89,1880.0,14.69,11.25,0.38507274
93.52,2220.0,4.33,18.43,0.23497802
95.54,2205.0,9.62,14.44,0.24257785
88.46,1853.0,8.27,13.21,0.34233233
96.31,2613.0,0.73,8.86,0.17718732
89.46,2208.0,17.41,5.21,0.27962315
96.37,2224.0,10.45,22.28,0.109772645
98.21,2531.0,0.32,20.41,0.16305885
92.54,2242.0,4.56,19.05,0.24378172
96.88,2535.0,16.79,10.44,0.2719667
97.0,2320.0,13.52,10.12,0.2950037
93.65,2092.0,12.52,16.31,0.30797577
95.17,2178.0,15.54,10.27,0.34304664
97.37,2147.0,10.98,15.36,0.25333726
92.76,2074.0,6.84,11.96,0.36763763
92.4,2235.0,2.36,12.09,0.29278505
93.54,2440.0,8.62,19.42,0.19426663
90.21,2080.0,16.66,8.07,0.32437426
91.55,2075.0,19.08,6.37,0.3032137
93.22,2424.0,3.09,21.35,0.23531534
88.91,2146.0,12.38,15.36,0.3035967
93.97,2319.0,11.43,18.16,0.2636459
89.37,2177.0,14.77,12.12,0.3069094
95.18,2203.0,4.39,18.18,0.24003658
92.73,2359.0,5.38,22.21,0.09169078
94.78,2296.0,8.35,18.71,0.22555837
95.6,2578.0,1.83,15.31,0.1859198
93.2,2143.0,15.49,13.94,0.33484542
97.58,2574.0,0.45,17.71,0.17966682
99.84,2137.0,14.88,7.69,0.31569588
88.39,1949.0,10.85,10.34,0.44146237
91.36,2231.0,4.66,13.29,0.27775857
93.02,2299.0,11.45,7.7,0.346254
92.52,2275.0,-0.36,16.5,0.20821555
96.19,2427.0,6.92,13.36,0.22995496
91.88,2204.0,12.28,13.12,0.33818462
92.32,2298.0,6.1,18.98,0.22555837
91.38,2185.0,5.5,18.12,0.24896817
92.43,1946.0,6.68,5.88,0.41755274
95.0,2517.0,3.16,12.2,0.2320534
95.69,2263.0,10.2,16.06,0.24808986
93.53,2139.0,3.35,18.61,0.23368387
92.05,2319.0,9.55,11.53,0.31115174
96.12,2201.0,7.46,20.3,0.17751269
95.98,2487.0,6.44,18.54,0.20020466
91.17,1880.0,15.13,4.0,0.37428033
95.69,2189.0,14.28,11.27,0.33446094
90.78,2337.0,5.7,10.94,0.2945322
87.55,1811.0,15.64,8.33,0.33140084
97.85,2417.0,15.4,10.83,0.35105675
93.34,2353.0,2.18,11.89,0.18360083
95.54,2207.0,9.58,15.22,0.24257785
94.26,2095.0,7.15,19.49,0.19463503
85.66,1782.0,11.64,9.12,0.31656024
95.53,1990.0,8.18,15.37,0.26170817
95.23,2351.0,12.74,17.15,0.29681182
98.75,2344.0,18.4,4.92,0.25332135
91.32,1879.0,13.23,5.49,0.3475747
96.18,2381.0,12.39,14.99,0.2975496
92.13,2232.0,10.81,6.91,0.3534152
92.57,2261.0,7.09,14.06,0.27775857
95.67,2470.0,0.21,7.19,0.24992673
95.09,2133.0,3.61,19.33,0.19463503
95.07,2306.0,10.71,15.2,0.28079864
97.82,2028.0,11.54,9.75,0.3060393
95.1,2305.0,14.03,15.27,0.32395303
93.0,2088.0,4.03,17.12,0.257427
95.28,2136.0,6.9,11.95,0.29756564
97.33,2274.0,5.91,13.4,0.22995496
89.96,2497.0,1.0,17.35,0.20799579
93.38,2163.0,14.84,5.0,0.35489765
93.71,2438.0,5.6,15.75,0.24104442
95.66,2278.0,10.34,16.75,0.2383084
93.17,1916.0,15.1,13.63,0.36687407
93.02,2373.0,4.71,20.55,0.20011543
91.65,2275.0,19.31,3.97,0.262814
94.4,2342.0,7.02,16.07,0.24104442
97.23,2321.0,8.78,20.2,0.17716958
94.47,2325.0,11.61,16.83,0.27242243
93.06,2093.0,1.86,18.58,0.26032263
94.69,2288.0,15.3,3.73,0.35236883
92.42,2383.0,7.1,18.04,0.2334691
93.26,2033.0,13.23,6.86,0.32449788
98.09,2456.0,6.22,17.05,0.2217436
91.73,2049.0,15.83,6.75,0.3215245
94.44,2404.0,5.81,15.91,0.24104442
94.01,2475.0,11.56,15.26,0.28079864
95.49,2856.0,8.85,20.1,0.089644864
95.13,1954.0,10.5,12.93,0.3050938
93.23,2054.0,10.7,13.93,0.29747114
97.74,2195.0,17.13,8.96,0.2672878
96.17,1903.0,14.16,4.95,0.36271992
95.89,2221.0,12.66,9.89,0.3474465
95.61,2512.0,0.44,17.89,0.19057345
94.93,2167.0,16.95,10.87,0.31450018
95.62,2682.0,2.83,16.54,0.16066031
94.71,2277.0,15.86,13.51,0.27710336
97.43,2271.0,9.77,12.54,0.2441919
92.7,2422.0,13.56,18.41,0.305283
90.23,2429.0,13.66,15.29,0.28265306
93.12,2010.0,10.13,17.83,0.31101367
95.38,2102.0,5.74,13.52,0.24462625
90.99,1980.0,6.72,15.8,0.30210343
78.37,1848.0,3.86,18.66,0.4462289
93.14,2208.0,4.18,12.16,0.30601507
96.44,2273.0,3.87,18.3,0.20020466
95.04,2213.0,8.9,14.41,0.265987
94.95,2338.0,13.03,13.1,0.32501614
87.53,1856.0,10.82,10.38,0.30620268
92.08,2169.0,0.03,17.7,0.2230226
93.83,2286.0,6.86,14.48,0.24104442
95.37,2309.0,8.76,18.48,0.21310943
91.1,2098.0,20.07,9.06,0.19749154
93.65,2175.0,4.24,12.59,0.27368036
92.22,2268.0,12.48,17.1,0.29681182
96.46,2480.0,7.64,18.87,0.20020466
88.08,2200.0,3.81,19.38,0.29577386
98.48,2209.0,9.57,16.57,0.19760701
93.32,2609.0,7.68,17.36,0.22077711
93.37,2158.0,9.48,15.08,0.27147615
93.0,2273.0,9.71,6.09,0.33057907
95.34,2341.0,11.41,19.96,0.19656292
93.7,2604.0,6.6,18.58,0.21317683
97.44,2106.0,14.36,13.89,0.33780697
92.08,2285.0,2.56,17.18,0.22723827
92.21,2176.0,17.13,9.41,0.3410668
92.7,2170.0,9.54,14.89,0.2811448
92.84,2330.0,4.17,15.98,0.24104442
93.91,2081.0,6.32,11.8,0.34229293
91.55,1962.0,14.22,8.17,0.3920882
96.1,2291.0,4.15,19.97,0.16598205
89.34,1965.0,4.19,14.16,0.33198324
97.3,2330.0,13.59,16.3,0.3156156
94.72,2517.0,2.92,19.37,0.17705922
91.43,2272.0,3.83,19.1,0.22555837
94.12,2386.0,7.02,16.73,0.24104442
92.02,2083.0,14.6,13.41,0.3384779
89.97,2148.0,12.31,16.41,0.27749547
97.19,2117.0,11.94,14.2,0.25333726
92.65,2434.0,9.56,17.94,0.24785356
93.19,2537.0,3.43,22.75,0.088805355
97.73,2188.0,10.26,13.26,0.270706
94.68,2389.0,5.79,21.76,0.14259881
78.07,1934.0,4.51,15.93,0.3954503
97.69,2181.0,16.3,5.84,0.30521876
94.36,2409.0,7.53,16.8,0.2334691
95.99,2488.0,3.09,19.88,0.1611736
95.8,2097.0,17.88,8.16,0.2901647
97.52,2283.0,17.22,8.55,0.2878913
94.82,2277.0,7.39,19.23,0.24815647
93.41,2330.0,2.5,10.93,0.28728247
89.35,2168.0,13.69,7.88,0.3428427
95.28,2081.0,12.89,11.77,0.3747808
92.45,2336.0,5.07,15.94,0.24104442
90.98,2206.0,12.58,3.71,0.3878671
93.79,1973.0,11.02,10.47,0.33242828
95.58,2319.0,-2.85,16.82,0.21120921
89.94,2201.0,3.76,16.58,0.25736007
90.1,2281.0,4.19,19.44,0.21695732
96.89,2341.0,10.32,14.11,0.25499877
93.09,2555.0,6.59,18.94,0.22555837
93.42,1839.0,1.22,15.66,0.33668208
90.85,2300.0,8.38,16.98,0.2334691
95.19,2288.0,5.56,17.51,0.2334691
93.45,2291.0,5.94,16.97,0.2334691
98.69,2591.0,17.69,2.43,0.27272364
96.34,2426.0,6.94,18.4,0.20020466
97.12,2219.0,11.23,17.04,0.2403633
96.57,2181.0,7.29,17.08,0.22111277
93.71,2346.0,4.64,19.62,0.18223862
90.49,2264.0,1.38,18.48,0.27485257
92.09,2065.0,3.96,18.06,0.23644722
95.21,1915.0,8.35,16.04,0.29136035
90.05,2055.0,9.91,16.83,0.2490121
94.85,2045.0,15.88,9.0,0.27563563
96.38,2460.0,6.08,14.41,0.21443193
91.85,2215.0,15.12,10.82,0.36075628
92.05,1789.0,20.2,3.12,0.22220238
92.66,1917.0,14.25,9.88,0.41758943
96.35,2255.0,14.54,10.8,0.32827199
95.63,1994.0,15.29,12.33,0.34769005
97.78,2770.0,12.95,11.1,0.19025868
95.44,2194.0,8.39,16.04,0.22840658
90.94,2204.0,1.96,11.94,0.33325723
98.22,2318.0,16.41,11.84,0.35331064
93.8,2472.0,-0.72,16.95,0.27118444
92.51,2484.0,0.73,19.15,0.22890943
96.81,2094.0,14.33,3.32,0.35459444
97.15,2413.0,5.02,18.72,0.20020466
94.04,2372.0,7.43,15.73,0.24104442
90.1,1922.0,15.13,9.53,0.40425235
96.07,2124.0,11.1,7.19,0.30297384
95.34,2425.0,10.5,17.99,0.23079297
92.52,2182.0,15.46,10.84,0.36722282
98.49,2367.0,8.6,16.56,0.17725444
93.26,2034.0,17.76,10.93,0.30709907
92.84,2242.0,12.15,18.71,0.29405332
93.17,2066.0,2.33,16.99,0.23818327
93.76,2313.0,12.58,14.16,0.30562294
92.23,1967.0,16.91,7.6,0.34024402
93.6,2226.0,18.29,9.94,0.32413498
85.92,2085.0,19.05,3.48,0.20488563
95.73,2474.0,14.22,15.14,0.3156156
95.23,1883.0,12.66,0.16,0.27657744
94.84,2035.0,12.88,11.17,0.34030175
92.2,2356.0,6.64,16.12,0.24104442
90.94,2066.0,5.32,15.53,0.25243708
92.32,2283.0,16.36,11.88,0.26827502
98.01,2338.0,14.04,10.92,0.35105675
93.11,2101.0,11.12,13.8,0.31190354
93.43,2146.0,13.21,16.82,0.25726756
91.51,2263.0,2.14,14.87,0.19881514
95.93,2199.0,15.94,12.61,0.27167457
94.51,2024.0,12.27,13.51,0.31262302
95.05,1939.0,3.78,21.12,0.46311143
91.97,2537.0,9.47,16.7,0.2557399
91.88,2026.0,11.53,9.22,0.3438022
90.25,2054.0,18.45,7.93,0.29444522
97.43,2457.0,0.58,18.53,0.1837677
97.11,2170.0,14.75,13.94,0.33780697
99.34,2603.0,4.77,15.86,0.2466646
93.27,2349.0,10.58,15.83,0.28079864
93.11,2081.0,11.07,15.84,0.29295316
93.91,2106.0,9.13,15.55,0.27147615
93.84,2470.0,16.43,7.85,0.32342857
97.7,2137.0,8.84,9.83,0.30252326
95.93,2479.0,6.51,19.37,0.16598205
96.15,2289.0,-1.68,16.39,0.21826787
89.55,2179.0,16.28,8.75,0.2943571
96.49,2339.0,5.82,18.65,0.20020466
92.58,2394.0,-1.24,9.69,0.35750034
91.68,2241.0,14.75,9.91,0.38106164
93.14,2026.0,6.24,15.92,0.25243708
90.74,2524.0,6.8,18.09,0.28225395
96.47,2266.0,7.95,16.59,0.22352102
86.98,2129.0,0.46,17.86,0.3035372
92.81,1866.0,15.55,7.25,0.39537123
96.92,2698.0,11.94,16.65,0.15660278
94.03,2179.0,15.34,8.81,0.3292846
95.46,2219.0,15.58,10.38,0.32827199
94.68,2380.0,4.41,20.22,0.18223862
91.77,2379.0,9.46,20.15,0.21301597
96.12,2133.0,8.11,16.22,0.22840658
94.75,2135.0,8.89,15.58,0.27147615
94.19,2457.0,6.13,15.24,0.24104442
91.26,2101.0,13.18,9.99,0.33912915
92.08,2174.0,10.09,16.53,0.2811448
96.48,1970.0,5.66,15.53,0.24081098
92.52,2253.0,13.2,8.83,0.28883132
92.38,2128.0,15.09,6.47,0.36604455
98.28,2385.0,9.83,15.35,0.24325077
96.22,2387.0,11.62,16.96,0.24345708
93.46,2353.0,8.96,16.19,0.2557399
98.11,2193.0,17.13,7.97,0.30792442
96.47,2506.0,8.11,17.18,0.2074644
94.76,1820.0,13.39,11.59,0.38507274
91.15,2081.0,12.48,10.22,0.3669184
92.62,2174.0,15.28,7.87,0.36604455
93.39,2479.0,15.39,16.59,0.3024583
91.06,2065.0,9.36,20.11,0.22347406
96.48,2409.0,17.22,6.66,0.2878913
94.56,2088.0,15.14,7.19,0.35489765
94.54,2116.0,5.02,8.22,0.3310997
97.6,2222.0,18.98,2.48,0.2681749
91.32,1933.0,11.43,13.92,0.33921346
96.71,2487.0,4.0,19.3,0.16598205
95.35,2319.0,15.99,9.31,0.32267207
92.93,2355.0,5.69,8.04,0.31339395
90.31,2200.0,15.94,9.07,0.27127594
94.74,2288.0,5.8,17.71,0.2334691
95.48,2333.0,9.06,12.52,0.2441919
94.91,2419.0,2.4,7.17,0.2938648
95.77,2406.0,12.78,18.64,0.27977157
92.86,2184.0,3.25,19.23,0.2661636
98.0,2487.0,12.19,18.42,0.29716146
95.23,2029.0,11.22,9.72,0.32038724
96.17,2168.0,9.36,7.5,0.30297384
94.06,2385.0,15.45,15.45,0.3024583
93.92,2397.0,3.85,17.65,0.2334691
94.42,2395.0,3.21,19.27,0.17705922
91.93,2071.0,14.96,3.73,0.36604455
93.58,2364.0,9.75,18.94,0.23960781
92.65,2349.0,2.14,16.02,0.18313913
91.97,2394.0,6.12,13.27,0.25786158
97.45,2174.0,9.34,18.01,0.23496933
97.27,2455.0,10.22,11.56,0.26826692
98.58,2693.0,15.42,11.97,0.22512181
92.98,1976.0,15.09,6.47,0.37501344
98.7,2491.0,9.69,18.24,0.1723585
94.15,2114.0,6.94,15.56,0.2561878
92.44,2401.0,10.3,17.75,0.25876704
94.51,2173.0,18.27,5.07,0.3102368
94.49,2042.0,10.95,15.66,0.2694186
94.46,2032.0,13.35,12.8,0.31290463
95.05,2531.0,3.57,18.04,0.2334691
96.48,2277.0,16.38,6.96,0.30287775
92.93,2558.0,4.99,17.07,0.2334691
93.95,2346.0,7.48,19.52,0.18223862
93.97,2160.0,17.23,4.49,0.3102368
93.93,2396.0,14.96,11.32,0.3535276
96.36,2478.0,2.97,19.08,0.19463615
98.27,2342.0,5.97,20.34,0.17804754
92.31,2201.0,15.6,12.1,0.32763797
95.08,2527.0,6.54,21.31,0.22113384
97.24,2477.0,14.76,6.91,0.33087847
94.05,2241.0,3.38,19.09,0.2287189
98.11,2146.0,10.79,13.39,0.28775755
95.15,2355.0,11.2,12.39,0.2992956
96.06,2163.0,5.17,10.11,0.2362869
94.48,2189.0,0.09,18.53,0.25111988
94.11,2371.0,7.0,16.56,0.24104442
95.71,2236.0,6.08,16.31,0.22352102
93.65,2305.0,14.66,7.82,0.35236883
96.21,2565.0,1.87,17.12,0.23961216
87.1,2128.0,14.52,9.54,0.27267274
91.86,2247.0,6.73,13.41,0.27775857
97.71,2399.0,3.53,19.63,0.16598205
92.6,2171.0,4.94,16.95,0.257427
89.54,2269.0,6.85,14.51,0.2334065
95.39,2355.0,8.32,19.51,0.16598205
92.71,2158.0,6.52,9.49,0.3414152
95.05,2219.0,12.48,10.88,0.33648667
93.47,2859.0,8.65,20.23,0.13246855
96.83,1951.0,16.72,9.86,0.40806407
95.16,2428.0,5.41,20.22,0.18223862
92.24,2133.0,8.93,15.4,0.2811448
95.93,2338.0,8.53,19.53,0.16598205
93.62,2132.0,9.68,16.15,0.27147615
95.95,2326.0,3.64,19.42,0.16598205
91.87,2312.0,5.31,18.07,0.22555837
94.66,2110.0,17.11,5.56,0.3102368
94.62,2164.0,4.93,16.4,0.2561878
92.21,2528.0,2.93,13.74,0.22298253
94.02,2234.0,14.71,10.81,0.3496816
89.51,2368.0,2.11,18.39,0.1854671
93.79,2364.0,7.44,19.18,0.24815647
99.48,2254.0,7.86,14.43,0.27071217
92.41,2127.0,9.54,10.0,0.3593327
96.43,2332.0,5.42,11.64,0.25309643
95.09,2127.0,13.42,13.08,0.3277365
91.37,1873.0,17.58,4.57,0.32842207
96.69,2367.0,10.88,18.03,0.24345708
85.66,2148.0,15.15,8.44,0.22903097
96.03,2311.0,3.21,21.66,0.15403722
96.32,2137.0,12.69,14.85,0.29986715
91.45,2081.0,7.51,14.28,0.26551032
90.53,2105.0,5.66,20.49,0.26630098
94.06,2268.0,10.05,14.25,0.2557399
